player_name,age,games,games_played,minutes,minutes_90s,shots,passes,passes_total_distance,tackles,tackles_won,blocks,interceptions,touches,passes_received,fouls,fouled,aerials_won,aerials_lost,n_injuries,n_severe_injuries,currently_injured,position_DF,position_FW,position_GK,position_MF
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
David Zima,32.56164384,6,3,385,4.3,1,139,2516,7,4,6,5,186,87,4,2,7,5,15,1,1,1,0,0,0
Alessandro Buongiorno,23.70958904,13,7,767,8.5,3,474,7413,9,4,20,8,548,322,7,2,13,13,1,1,0,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Ricardo Rodríguez,28.89589041,4,4,304,3.4,1,148,2453,4,3,2,7,175,100,2,0,13,5,4,2,1,1,0,0,0
Koffi Djidji,20.31506849,2,0,10,0.1,1,2,18,0,0,0,0,7,3,2,0,0,0,0,0,0,1,0,0,0
Valentino Lazaro,27.50410959,11,2,347,3.9,2,179,2263,9,7,5,1,218,109,8,6,6,4,0,0,0,1,0,0,0
Mërgim Vojvoda,27.64383562,15,15,1281,14.2,14,735,10748,39,22,22,21,913,541,19,18,6,8,7,0,0,0,0,0,1
Ola Aina,34.50410959,3,0,63,0.7,2,29,401,0,0,0,0,38,22,1,0,1,0,7,2,0,0,0,0,1
Samuele Ricci,24.45479452,12,9,638,7.1,6,254,2930,12,9,6,8,315,230,9,13,4,1,3,0,0,0,0,0,1
Saša Lukić,31.88219178,15,15,1289,14.3,17,612,7550,19,15,13,12,747,503,12,16,2,3,14,3,0,1,0,0,1
Karol Linetty,32.27671233,14,6,509,5.7,9,237,3393,12,7,4,7,308,209,9,14,3,1,15,2,0,0,0,0,1
Nemanja Radonjić,20.75068493,14,4,528,5.9,15,262,4214,13,6,3,7,333,216,8,7,3,11,4,1,0,0,0,0,1
Yann Karamoh,28.70410959,15,15,1198,13.3,44,580,6479,8,5,7,2,710,497,8,11,1,4,13,2,0,0,1,0,0
Demba Seck,24.81643836,15,7,687,7.6,21,101,601,8,5,6,1,228,175,11,11,36,25,1,0,0,0,1,0,0
Antonio Sanabria,26.88219178,15,8,760,8.4,11,255,2112,4,2,4,2,362,325,18,33,20,23,14,3,0,0,1,0,0
Pietro Pellegri,32.70684932,6,0,93,1,3,29,245,1,0,2,0,41,27,1,1,1,3,6,1,0,0,1,0,1
Marco Silvestri,24.41643836,12,12,1010,11.2,2,598,9262,22,16,11,12,714,447,9,8,18,10,1,0,0,1,0,0,0
Jaka Bijol,25.53424658,8,8,706,7.8,5,403,5309,21,15,10,15,472,267,7,4,7,4,15,1,0,1,0,0,0
Rodrigo Becão,30.43835616,10,9,782,8.7,2,347,5654,12,7,7,8,417,260,11,3,12,5,5,1,0,1,0,0,0
Nehuén Pérez,26.52054795,7,4,416,4.6,2,251,4622,6,4,6,6,307,208,3,0,1,10,14,1,0,1,0,0,0
Bram Nuytinck,22.76164384,13,11,906,10.1,6,544,6235,26,16,12,13,647,397,13,17,3,6,4,3,0,1,0,0,0
Enzo Ebosse,20.1369863,6,4,336,3.7,4,189,2555,12,6,6,3,235,141,2,1,1,3,5,0,0,1,0,0,0
Adam Masina,34.50958904,9,5,518,5.8,4,260,2890,2,2,5,2,300,152,4,5,9,8,15,1,0,1,0,0,0
Festy Ebosele,25.86849315,11,10,853,9.5,2,390,5266,15,8,22,12,500,305,9,13,7,9,10,1,0,0,0,0,1
Kingsley Ehizibue,24.70684932,5,1,152,1.7,1,70,1110,6,3,2,2,86,49,2,1,1,1,3,1,0,0,0,0,1
Walace,35.31232877,15,14,1135,12.6,1,804,13234,17,11,12,22,900,576,12,16,12,11,15,1,0,1,0,0,1
Mato Jajalo,24.4109589,13,11,964,10.7,16,474,5970,34,21,12,6,589,390,22,15,8,14,6,1,0,0,0,0,1
Jean-Victor Makengo,23.25479452,9,6,510,5.7,9,224,2773,11,5,4,7,286,205,13,13,6,11,5,0,0,0,0,0,1
Roberto Pereyra,25.88493151,13,7,625,6.9,9,257,3201,2,1,8,2,304,231,7,13,5,8,6,0,0,0,1,0,1
Tolgay Arslan,31.79452055,14,6,639,7.1,6,256,2900,13,5,12,3,324,240,10,16,7,9,4,0,0,0,1,0,1
Lazar Samardzic,24.03013699,11,9,688,7.6,26,261,3399,5,2,12,0,348,237,7,8,2,12,4,0,0,0,1,0,1
Gerard Deulofeu,31.20821918,8,3,247,2.7,10,76,789,1,1,0,0,109,92,6,6,0,4,13,1,0,0,1,0,0
Beto,25.83561644,12,6,625,6.9,23,217,2240,10,6,11,3,313,215,11,17,6,10,5,0,0,1,1,0,0
Isaac Success,22.25479452,8,2,242,2.7,1,99,1201,4,4,2,3,118,88,3,1,2,2,4,0,0,0,1,0,1
Ilija Nestorovski,21.51232877,6,2,239,2.7,8,53,575,1,0,1,1,94,70,0,2,3,8,4,1,0,0,1,0,0
Jhon Lucumí,25.33150685,15,15,1350,15,0,583,11297,0,0,0,3,616,319,0,0,2,1,0,0,0,0,0,1,0
Stefan Posch,27.21643836,11,10,824,9.2,3,547,8918,14,7,5,9,617,443,11,4,20,11,9,1,0,1,0,0,0
Adama Soumaoro,29.23561644,8,8,709,7.9,4,365,6022,11,5,2,8,430,248,5,4,17,5,6,2,0,1,0,0,0
Kevin Bonifazi,21.80547945,4,1,167,1.9,1,87,1170,3,2,3,3,100,66,1,1,0,3,7,0,0,1,0,0,0
Andrea Cambiaso,30.73424658,8,7,603,6.7,5,385,6086,24,15,5,13,467,307,12,13,16,9,15,0,0,1,0,0,0
Denso Kasius,31.81369863,11,10,894,9.9,3,599,9890,8,3,12,9,674,500,11,9,19,11,11,2,0,1,0,0,0
Lorenzo De Silvestri,22.04383562,4,1,172,1.9,0,111,1648,5,4,4,0,131,76,1,1,3,7,0,0,0,1,0,0,0
Jerdy Schouten,32.6630137,2,2,135,1.5,1,84,1371,0,0,2,0,93,64,1,2,4,5,13,0,0,1,0,0,0
Nikola Moro,23.35342466,12,7,640,7.1,9,327,4050,17,9,13,9,408,256,6,8,0,4,0,0,0,1,0,0,0
Gary Medel,32.80273973,4,2,212,2.4,1,161,2784,4,1,2,4,173,126,2,2,2,1,4,0,0,1,0,0,0
Nicolás Domínguez,20.97534247,10,9,802,8.9,9,670,11276,17,12,12,20,750,561,12,9,4,4,6,0,0,0,0,0,1
Lewis Ferguson,28.95616438,7,3,316,3.5,2,158,2154,6,2,0,8,181,132,0,2,2,1,3,0,0,0,0,0,1
Michel Aebischer,27.30684932,13,12,934,10.4,13,769,12295,36,23,9,13,873,662,11,32,7,5,15,1,0,0,0,0,1
Roberto Soriano,23.54246575,10,3,339,3.8,10,151,1967,5,3,5,3,192,144,4,7,0,4,0,0,0,0,0,0,1
Musa Barrow,21.53424658,7,4,332,3.7,11,138,2266,7,5,1,3,174,135,4,7,0,4,4,0,0,0,1,0,1
Nicola Sansone,29.21917808,5,2,221,2.5,1,81,1027,8,4,4,2,105,72,4,6,6,2,11,0,0,0,0,0,1
Riccardo Orsolini,19.19452055,4,0,60,0.7,1,51,720,1,0,1,0,59,51,2,3,1,0,0,0,0,0,0,0,1
Emanuel Vignato,30.89863014,5,1,229,2.5,1,114,1260,6,5,4,1,136,84,4,3,0,1,7,1,0,1,0,0,0
Joshua Zirkzee,25.59726027,13,12,994,11,11,594,8094,9,5,18,12,698,529,14,21,14,11,4,1,0,0,0,0,1
Michele Di Gregorio,18.75068493,2,0,9,0.1,0,11,163,0,0,0,0,11,11,0,0,0,0,0,0,0,0,1,0,0
Marlon,31.76986301,7,3,265,2.9,4,96,1041,3,3,0,1,116,81,6,8,2,2,9,1,0,1,1,0,0
Pablo Marí,29.32328767,15,13,958,10.6,24,421,4913,9,4,7,2,530,433,17,23,3,7,14,2,0,0,1,0,1
Andrea Carboni,27.79178082,13,8,772,8.6,14,416,5384,12,6,8,0,490,337,10,13,3,3,3,0,0,1,0,0,1
Armando Izzo,27.40547945,10,6,529,5.9,7,128,1423,3,3,2,2,186,142,9,7,5,6,13,0,0,0,1,0,0
Luca Caldirola,24.56712329,10,7,603,6.7,7,182,1630,5,4,3,1,248,193,10,7,11,24,3,0,0,0,1,0,0
Valentin Antov,31.55068493,15,15,1350,15,0,552,9975,0,0,0,0,592,226,0,1,3,0,3,1,0,0,0,1,0
Luca Marrone,21.58082192,10,9,845,9.4,4,513,9364,21,11,13,10,614,399,11,1,20,11,8,0,0,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Samuele Birindelli,22.77808219,2,2,140,1.6,0,93,1506,4,3,0,1,108,77,0,1,4,4,15,1,1,1,0,0,0
Giulio Donati,27.43561644,15,11,978,10.9,6,616,9487,17,8,18,15,730,478,17,5,21,17,2,0,0,1,0,0,0
Nicolò Rovella,20.76164384,6,4,400,4.4,1,190,2631,13,9,9,8,246,150,4,2,6,9,4,0,0,1,0,0,0
Andrea Barberis,35.69315068,9,9,809,9,10,436,6528,11,8,8,20,538,299,7,3,31,9,15,1,0,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Stefano Sensi,27.33150685,15,15,1199,13.3,11,583,7209,20,9,5,6,709,399,15,8,7,5,3,0,1,1,0,0,0
Andrea Colpani,26.21643836,5,0,54,0.6,0,28,392,1,0,1,1,32,24,3,0,1,3,1,0,0,1,0,0,1
Filippo Ranocchia,24.70684932,10,9,653,7.3,4,358,4772,14,6,17,8,434,264,11,9,6,9,5,0,0,0,0,0,1
Mattia Valoti,23.70684932,6,1,145,1.6,2,81,1042,5,3,3,1,104,60,3,3,0,2,3,1,0,0,0,0,1
Warren Bondo,26.62739726,14,14,1163,12.9,6,459,6019,44,23,13,6,615,386,24,14,10,13,5,0,0,0,0,0,1
Salvatore Molina,27.89315068,14,11,986,11,20,401,4754,22,12,8,7,507,331,12,18,5,9,7,0,0,0,0,0,1
Matteo Pessina,24.81917808,8,2,261,2.9,8,113,1388,10,5,5,2,151,108,6,10,4,1,5,1,0,1,0,0,1
Samuele Vignato,35.73972603,15,13,1163,12.9,18,731,9641,6,2,4,11,805,577,2,11,0,0,14,0,0,1,0,0,1
Marco D'Alessandro,26.02465753,14,10,956,10.6,16,213,2477,6,2,1,1,306,247,8,12,9,13,1,1,0,0,1,0,0
Gianluca Caprari,25.51506849,14,9,732,8.1,22,218,3118,1,1,1,3,303,228,9,14,2,9,6,0,0,0,1,0,0
Patrick Ciurria,22.8739726,14,3,334,3.7,4,85,707,4,3,1,0,113,86,7,6,11,11,0,0,0,0,1,0,0
Andrea Petagna,22.8630137,7,0,144,1.6,1,45,514,4,2,5,1,63,35,4,3,2,2,1,0,0,0,1,0,1
Dany Mota,25.54520548,1,0,18,0.2,0,2,0,0,0,1,0,4,2,2,0,1,3,1,0,0,0,1,0,0
Luigi Sepe,26.13424658,15,15,1350,15,0,623,12022,0,0,0,0,667,347,0,3,5,1,1,0,0,0,0,1,0
Flavius Daniliuc,20.45479452,8,6,535,5.9,0,229,3780,10,5,10,6,292,172,8,2,9,6,6,0,0,1,0,0,0
Matteo Lovato,22.64109589,3,1,148,1.6,1,76,1461,2,1,3,0,90,63,0,0,0,2,4,1,0,1,0,0,0
Dylan Bronn,26.21917808,13,13,1084,12,5,505,8085,11,7,17,17,623,321,8,10,15,20,7,0,0,1,0,0,0
Lorenzo Pirola,26.15342466,11,10,935,10.4,5,407,6646,19,14,29,13,547,278,8,6,25,13,5,0,0,1,0,0,0
Federico Fazio,22.04383562,14,14,1220,13.6,12,647,7919,32,17,17,19,828,414,9,29,11,6,2,0,0,1,0,0,0
Pasquale Mazzocchi,22.16164384,2,1,130,1.4,1,84,1029,11,5,5,0,110,58,3,2,2,7,1,0,0,1,0,0,0
Junior Sambia,26.94246575,6,4,403,4.5,2,192,2560,5,2,6,2,236,123,1,4,2,6,8,1,0,1,0,0,0
Giulio Maggiore,27.66027397,15,13,1050,11.7,13,459,5474,24,14,9,8,594,375,24,28,4,7,2,1,0,0,0,0,1
Emil Bohinen,26.58630137,13,7,598,6.6,5,264,3165,7,6,6,7,312,210,24,6,3,4,0,0,0,0,0,0,1
Lassana Coulibaly,26.83835616,12,9,741,8.2,6,242,2837,20,8,8,3,336,208,15,8,1,12,3,2,0,0,0,0,1
Tonny Vilhena,27.72054795,9,4,324,3.6,4,161,1884,12,9,6,11,219,105,7,3,11,4,15,2,0,0,0,0,1
Grigoris Kastanos,19.69589041,7,1,140,1.6,2,50,566,14,8,3,2,89,44,4,1,0,6,0,0,0,0,1,0,1
Antonio Candreva,23.73972603,15,7,814,9,19,286,3226,6,3,4,6,373,244,5,6,1,7,3,0,0,0,1,0,1
Boulaye Dia,19.67671233,6,5,364,4,6,113,1191,6,4,2,0,151,101,1,9,0,0,3,1,0,0,0,0,1
Federico Bonazzoli,27.55616438,7,5,348,3.9,11,151,1932,2,1,1,0,191,144,0,3,4,5,9,3,0,0,1,0,1
Erik Botheim,21.90958904,9,1,255,2.8,6,90,972,8,6,3,2,120,84,1,10,1,1,1,0,0,0,1,0,1
Diego Valencia,25.57260274,14,10,883,9.8,28,230,1814,20,10,4,3,359,264,6,8,18,16,4,1,0,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Julian Kristoffersen,31.68493151,10,6,456,5.1,18,59,387,1,1,2,1,113,82,9,3,6,16,15,0,1,0,1,0,0
Guglielmo Vicario,20.41917808,2,0,20,0.2,1,4,54,0,0,0,0,7,3,0,0,0,1,2,1,0,0,1,0,1
Koni De Winter,26.76164384,15,15,1350,15,0,467,10502,0,0,0,0,529,181,0,1,0,1,1,0,0,0,0,1,0
Sebastian Walukiewicz,28.27671233,13,11,1003,11.1,9,422,6871,10,6,24,30,559,231,17,10,22,21,13,1,0,1,0,0,0
Sebastiano Luperto,23.86575342,12,8,881,9.8,1,397,5756,27,12,8,15,500,223,19,3,30,14,0,0,0,1,0,0,0
Ardian Ismajli,30.54246575,9,9,634,7,4,297,4202,12,9,6,9,357,194,20,7,14,8,7,0,0,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Fabiano Parisi,18.90958904,6,6,495,5.5,2,254,3391,12,7,9,7,313,138,6,0,14,14,2,1,1,1,0,0,0
Liberato Cacace,27.14246575,4,2,142,1.6,0,35,466,2,0,4,4,52,15,4,1,7,4,8,1,0,1,0,0,0
Tyronne Ebuehi,21.87945205,3,0,57,0.6,0,27,286,1,1,0,1,33,16,1,2,0,4,2,0,0,1,0,0,0
Duccio Degli Innocenti,20.52328767,9,5,498,5.5,8,160,1527,7,3,6,6,209,112,4,3,6,4,4,0,0,1,0,0,0
Filippo Bandinelli,31.08493151,8,7,478,5.3,10,199,2383,8,5,9,6,245,119,4,0,3,3,14,2,0,1,0,0,0
Liam Henderson,25.5890411,10,7,668,7.4,6,232,2634,13,6,10,5,305,145,9,12,5,16,8,0,0,1,0,0,0
Nicolas Haas,24.69589041,9,6,523,5.8,5,212,3239,8,5,7,6,257,140,11,4,5,8,3,0,0,0,0,0,1
Alberto Grassi,19.51232877,5,1,144,1.6,6,54,725,4,4,0,3,77,39,3,2,4,5,1,0,0,0,0,0,1
Jacopo Fazzini,36.54246575,14,10,819,9.1,13,421,6092,20,4,19,4,506,233,12,7,6,9,15,1,0,0,0,0,1
Nedim Bajrami,21.69315068,7,7,612,6.8,7,288,3714,10,6,8,5,343,160,8,8,6,9,4,0,0,0,0,0,1
Tommaso Baldanzi,19.79452055,8,4,461,5.1,3,177,2198,8,6,3,3,221,125,4,10,10,11,0,0,0,1,0,0,1
Marko Pjaca,32.19452055,11,10,835,9.3,11,317,3513,13,7,6,6,389,244,3,2,5,9,9,1,0,1,0,0,1
Nicolò Cambiaghi,30.37260274,8,5,451,5,12,186,2081,7,3,4,0,249,155,4,7,3,4,15,1,0,0,0,0,1
Sam Lammers,26.39178082,5,3,221,2.5,3,92,1045,2,1,1,0,115,74,7,2,1,3,6,1,0,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Mattia Destro,21.83287671,1,0,6,0.1,0,6,77,1,0,1,0,8,5,0,0,0,3,2,0,1,0,0,0,1
Emmanuel Ekong,21.40547945,12,3,410,4.6,8,117,1067,6,4,7,4,172,120,7,12,4,12,4,2,0,0,1,0,1
Lorenzo Montipò,28.18082192,15,13,1021,11.3,17,221,1405,5,3,5,0,356,293,25,16,42,39,2,0,0,0,1,0,0
Koray Günter,21.82739726,4,2,159,1.8,4,13,114,1,0,1,0,32,22,1,3,0,8,8,1,1,0,1,0,0
Koray Günter,21.82739726,4,2,159,1.8,4,13,114,1,0,1,0,32,22,1,3,0,8,8,1,1,0,1,0,0
Koray Günter,21.82739726,4,2,159,1.8,4,13,114,1,0,1,0,32,22,1,3,0,8,8,1,1,0,1,0,0
Koray Günter,21.82739726,4,2,159,1.8,4,13,114,1,0,1,0,32,22,1,3,0,8,8,1,1,0,1,0,0
Koray Günter,21.82739726,4,2,159,1.8,4,13,114,1,0,1,0,32,22,1,3,0,8,8,1,1,0,1,0,0
