player_name,age,games,games_played,minutes,minutes_90s,shots,passes,passes_total_distance,tackles,tackles_won,blocks,interceptions,touches,passes_received,fouls,fouled,aerials_won,aerials_lost,n_injuries,n_severe_injuries,currently_injured,position_DF,position_FW,position_GK,position_MF
Ederson,29.2739726,14,14,1260,14,0,524,10806,1,0,0,0,547,345,0,2,3,0,6,0,0,0,0,1,0
Rúben Dias,25.53424658,12,9,873,9.7,5,900,14982,6,3,9,12,972,762,10,3,26,13,4,0,0,1,0,0,0
Aymeric Laporte,28.49863014,4,3,286,3.2,7,250,3795,2,1,5,1,279,216,0,2,11,4,14,4,0,1,0,0,0
John Stones,28.49589041,9,8,731,8.1,5,642,10342,9,7,5,3,686,541,3,3,10,6,15,1,0,1,0,0,0
Nathan Ak�,27.76712329,8,7,571,6.3,3,617,9708,5,3,6,5,648,538,2,4,13,10,10,1,0,1,0,0,0
Manuel Akanji,27.35342466,8,8,701,7.8,9,609,9758,13,9,9,5,676,531,8,3,7,16,15,1,0,1,0,0,0
Sergio Gómez,22.22465753,5,0,111,1.2,2,88,1166,2,1,4,2,103,75,0,0,1,2,1,0,0,1,0,0,1
João Cancelo,28.49863014,14,14,1116,12.4,15,1083,15066,28,20,5,17,1188,892,10,14,24,10,7,0,0,1,0,0,0
Kyle Walker,32.49589041,7,7,560,6.2,1,608,9624,2,1,1,4,629,513,2,3,7,2,13,2,0,1,0,0,0
Rodri,26.42739726,13,13,1122,12.5,20,1206,20044,26,18,18,14,1316,1004,18,7,35,15,2,0,0,0,0,0,1
Kalvin Phillips,22.49589041,14,11,908,10.1,27,575,7090,10,5,12,3,676,544,4,12,9,17,3,0,0,1,1,0,0
Phil Foden,31.4109589,14,13,1131,12.6,34,740,10038,15,7,13,3,835,646,13,13,5,10,15,1,0,0,0,0,1
Kevin De Bruyne,28.29315068,14,12,1068,11.9,14,721,10307,22,10,9,7,832,632,9,9,0,3,7,1,0,0,1,0,1
Bernardo Silva,20.55616438,7,0,106,1.2,2,62,900,3,1,0,1,82,63,0,3,1,1,2,1,0,0,1,0,1
Cole Palmer,27.20821918,8,6,547,6.1,7,317,3693,5,1,1,2,361,300,5,17,6,2,9,3,0,0,1,0,0
Jack Grealish,31.75890411,9,4,372,4.1,12,254,3895,5,3,3,2,295,230,1,3,2,4,2,0,0,0,1,0,1
Riyad Mahrez,22.34794521,13,12,1037,11.5,49,194,1852,1,1,4,1,292,226,9,9,13,13,15,0,0,0,1,0,0
Erling Haaland,22.81643836,12,3,364,4,11,120,1329,7,4,6,0,157,124,6,2,3,5,0,0,0,0,1,0,1
Julián Álvarez,30.14794521,14,14,1260,14,0,515,10347,0,0,1,0,548,303,1,0,4,1,9,2,0,0,0,1,0
Alisson,31.38356164,14,14,1260,14,16,1143,20132,10,3,14,16,1277,920,5,0,38,12,14,3,0,1,0,0,0
Virgil van Dijk,23.50410959,2,1,112,1.2,0,85,1253,3,2,0,3,102,54,2,1,7,1,7,2,0,1,0,0,0
Ibrahima Konaté,25.50958904,12,9,887,9.9,3,856,14833,21,15,9,13,946,642,9,4,32,24,8,4,0,1,0,0,0
Joe Gomez,25.68219178,2,1,66,0.7,1,82,1364,2,1,0,2,88,60,1,0,4,0,3,0,0,1,0,0,0
Nathaniel Phillips,28.70958904,12,10,861,9.6,5,790,10648,5,3,9,4,843,558,5,3,8,10,9,0,0,1,0,0,0
Andrew Robertson,24.13424658,14,12,989,11,14,994,14030,15,13,8,13,1075,677,6,1,8,5,10,0,0,1,0,0,0
Trent Alexander-Arnold,29.09041096,14,11,997,11.1,5,737,10710,27,12,13,14,831,589,15,10,11,11,8,0,0,0,0,0,1
Fabinho,21.81917808,4,1,172,1.9,4,122,1635,4,2,1,1,148,120,2,4,0,0,2,1,0,0,0,0,1
Curtis Jones,32.44109589,12,7,648,7.2,9,533,7608,9,5,7,9,587,443,3,3,5,4,15,2,0,0,0,0,1
Jordan Henderson,29.27945205,3,0,32,0.4,0,7,107,0,0,0,0,8,10,1,2,0,1,15,5,0,0,1,0,0
Alex Oxlade-Chamberlain,36.89041096,12,4,469,5.2,5,354,5042,10,4,8,7,412,256,6,8,7,9,15,0,0,1,0,0,1
James Milner,19.64383562,14,10,859,9.5,19,524,6284,10,5,12,4,611,459,6,16,1,8,1,1,0,0,0,0,1
Harvey Elliott,25.86575342,8,7,613,6.8,16,256,3051,10,8,6,2,330,281,12,16,6,14,4,1,0,0,1,0,0
Luis Díaz,25.97534247,4,2,196,2.2,3,64,540,10,7,2,2,99,59,3,4,3,5,12,2,0,0,1,0,1
Diogo Jota,30.44657534,14,14,1236,13.7,50,373,3684,5,4,5,2,539,430,10,8,2,7,10,0,0,0,1,0,0
Mohamed Salah,23.42191781,10,7,604,6.7,39,146,1499,3,1,4,2,233,174,9,4,14,21,10,1,0,0,1,0,0
Darwin Núñez,31.14794521,13,11,929,10.3,33,439,4657,13,11,11,6,563,433,6,5,13,25,15,0,0,0,1,0,1
Roberto Firmino,30.7369863,9,8,765,8.5,0,268,4987,0,0,0,0,288,146,0,2,2,0,5,0,0,0,0,1,0
Edouard Mendy,28.14520548,6,6,495,5.5,0,200,3616,2,2,0,0,222,105,0,2,3,1,7,0,0,0,0,1,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Kepa Arrizabalaga,21.93972603,2,2,180,2,2,140,1995,4,2,1,9,168,115,2,3,5,6,7,1,1,1,0,0,0
Wesley Fofana,31.43287671,9,8,742,8.2,7,621,9304,18,12,10,12,699,499,11,3,17,11,10,0,0,1,0,0,0
Kalidou Koulibaly,23.39178082,8,8,720,8,4,478,8189,12,8,3,8,545,384,4,1,13,13,3,0,0,1,0,0,0
Trevoh Chalobah,38.17534247,12,11,1074,11.9,6,900,15587,19,12,22,19,1020,714,4,6,27,12,15,0,0,1,0,0,0
Thiago Silva,24.34520548,13,11,847,9.4,5,647,8447,22,10,18,7,736,454,10,8,7,8,3,0,0,1,0,0,0
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Marc Cucurella,25.92876712,9,4,419,4.7,3,307,3324,7,4,3,5,350,224,4,6,12,4,11,3,1,1,0,0,1
Ben Chilwell,22.96438356,7,6,559,6.2,7,443,6133,15,8,8,6,492,322,5,6,10,3,11,1,0,1,0,0,1
Reece James,33.24383562,11,7,672,7.5,3,519,6073,16,10,14,12,598,361,11,3,16,13,6,1,0,1,0,0,0
César Azpilicueta,30.93150685,13,11,903,10,3,612,8028,28,16,10,13,706,496,9,19,6,5,3,0,0,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
Jorginho,31.66027397,2,2,174,1.9,2,129,1516,5,3,1,3,144,105,0,0,0,2,15,2,1,0,0,0,1
N'Golo Kanté,26.01369863,2,1,123,1.4,0,38,469,6,3,2,2,50,36,0,0,0,0,14,1,0,0,0,0,1
Denis Zakaria,22.8,12,7,498,5.5,8,280,3198,19,15,6,8,356,241,10,8,6,8,0,0,0,0,1,0,1
Conor Gallagher,26.83835616,14,12,954,10.6,9,546,6917,16,7,9,8,653,469,6,26,19,19,12,2,0,1,0,0,1
Ruben Loftus-Cheek,19.09863014,3,0,46,0.5,1,21,244,0,0,1,0,29,16,0,2,0,1,0,0,0,0,0,0,1
Carney Chukwuemeka,23.8739726,14,13,1030,11.4,22,496,5684,24,13,13,2,623,434,16,18,4,6,6,0,0,0,1,0,1
Mason Mount,23.45753425,13,11,883,9.8,22,291,2823,16,7,13,0,423,319,22,9,28,24,9,0,0,0,1,0,1
Kai Havertz,29.68767123,5,1,152,1.7,3,87,1126,7,3,0,3,110,81,1,3,0,0,15,0,0,0,1,0,1
Hakim Ziyech,27.96438356,12,11,950,10.6,18,318,2925,8,4,11,1,431,357,13,13,0,5,10,1,0,0,1,0,1
Raheem Sterling,24.18630137,13,3,421,4.7,10,166,1742,9,6,2,2,230,172,8,9,4,13,15,2,0,1,1,0,0
Christian Pulisic,21.20821918,12,2,294,3.3,6,53,466,4,1,10,1,107,71,2,6,9,21,5,0,0,0,1,0,0
Armando Broja,33.43835616,6,4,305,3.4,6,58,543,0,0,0,2,82,62,2,1,0,5,15,0,0,0,1,0,0
Pierre-Emerick Aubameyang,24.53424658,14,14,1260,14,0,408,7548,1,1,0,0,437,228,0,2,2,0,2,0,0,0,0,1,0
Aaron Ramsdale,21.6739726,14,14,1245,13.8,3,940,15848,22,12,7,9,1040,719,10,3,19,13,2,2,0,1,0,0,0
William Saliba,25.13150685,14,14,1150,12.8,5,866,12495,28,14,23,9,983,671,10,12,12,14,0,0,0,1,0,0,0
Ben White,27.18082192,4,0,14,0.2,0,5,103,1,1,0,0,6,2,0,0,1,0,4,1,0,1,0,0,0
Rob Holding,25.94520548,7,7,559,6.2,5,421,5902,14,6,3,6,470,312,0,2,10,3,15,0,0,1,0,0,0
Oleksandr Zinchenko,25.4739726,12,3,354,3.9,5,241,3451,6,2,4,6,281,176,2,3,0,6,14,4,0,1,0,0,0
Kieran Tierney,24.05479452,11,4,410,4.6,1,285,4182,13,9,3,11,332,197,5,3,7,9,7,0,0,1,0,0,0
Takehiro Tomiyasu,31.23561644,2,0,29,0.3,0,24,257,0,0,1,0,27,20,1,0,0,1,13,0,0,1,0,0,0
Cédric Soares,29.45205479,11,11,959,10.7,12,719,10775,23,14,7,14,826,588,10,5,13,11,9,1,0,0,0,0,1
Thomas Partey,30.37534247,3,1,95,1.1,0,56,944,1,1,0,0,59,48,1,0,0,1,7,1,0,0,0,0,1
Mohamed Elneny,30.16164384,14,14,1166,13,16,647,8818,10,9,10,7,752,542,7,13,16,8,15,1,0,0,0,0,1
Granit Xhaka,23.09315068,6,2,198,2.2,0,140,2321,1,1,1,5,154,113,1,5,3,2,3,1,0,0,0,0,1
Albert Sambi Lokonga,21.22191781,14,14,1171,13,28,512,5915,15,10,14,8,640,477,18,19,4,14,5,0,0,0,1,0,0
Bukayo Saka,23.93972603,13,13,1074,11.9,30,592,6937,12,7,6,2,690,489,12,8,5,9,11,1,0,0,0,0,1
Martin Ødegaard,22.32876712,4,0,51,0.6,2,22,279,1,1,0,0,29,14,1,0,0,1,8,3,0,0,1,0,1
Emile Smith Rowe,22.95890411,2,0,65,0.7,3,39,407,1,0,0,0,46,38,2,2,0,1,11,0,0,0,1,0,0
Marquinhos,25.64657534,14,14,1219,13.5,50,402,4807,19,16,15,8,632,475,24,38,24,46,11,1,0,0,1,0,0
Reiss Nelson,23.49041096,12,0,152,1.7,8,50,633,3,2,2,1,84,58,6,6,2,6,0,0,0,0,1,0,1
Gabriel Jesus,32.04931507,14,14,1260,14,0,437,7921,0,0,0,0,468,258,0,1,2,0,6,0,0,0,0,1,0
Eddie Nketiah,24.85205479,14,14,1204,13.4,3,811,12524,26,13,27,19,969,603,12,7,18,13,4,1,0,1,0,0,0
David de Gea,29.58630137,10,8,684,7.6,1,322,5106,12,3,9,4,396,238,8,2,16,5,15,0,0,1,0,0,0
Lisandro Martínez,29.7260274,4,3,281,3.1,1,175,2904,2,1,11,5,214,144,3,1,7,5,7,0,0,1,0,0,0
Raphaël Varane,28.35890411,5,3,352,3.9,0,224,3800,5,3,4,4,259,180,2,0,8,2,9,0,0,1,0,0,0
Harry Maguire,27.37260274,10,9,783,8.7,4,641,7802,17,10,14,13,719,457,14,7,11,12,15,2,0,1,0,0,0
Victor Lindelöf,23.2739726,9,6,567,6.3,1,270,3067,15,11,7,8,335,173,13,5,4,1,8,1,0,1,0,0,0
Luke Shaw,23.69041096,13,13,1165,12.9,10,743,10230,27,23,16,20,872,493,15,3,23,11,6,2,0,1,0,0,0
Tyrell Malacia,24.99726027,1,0,5,0.1,0,2,12,0,0,0,0,6,0,0,0,1,2,8,0,0,1,0,0,0
Diogo Dalot,30.75342466,11,7,712,7.9,9,504,7019,35,16,18,13,611,391,20,9,23,11,10,1,0,0,0,0,1
Aaron Wan-Bissaka,25.96438356,12,6,640,7.1,6,234,3055,15,12,5,9,328,180,18,4,18,12,9,0,0,0,0,0,1
Casemiro,29.7260274,11,4,398,4.4,14,256,3235,9,7,12,8,319,196,9,4,1,5,3,0,0,0,0,0,1
Scott McTominay,25.60547945,4,1,87,1,1,29,243,0,0,0,0,33,25,1,0,3,2,8,0,0,0,0,0,1
Fred,28.21369863,13,13,1169,13,26,659,8037,26,15,12,11,786,532,19,19,7,23,3,0,0,0,1,0,1
Donny van de Beek,30.77808219,13,12,1043,11.6,19,704,9196,8,7,12,4,785,558,5,3,5,8,6,1,0,0,0,0,1
Bruno Fernandes,22.67123288,10,10,714,7.9,7,298,2922,4,2,6,4,357,270,3,5,2,8,9,0,0,0,1,0,0
Christian Eriksen,25.06849315,14,13,1126,12.5,32,322,3509,7,2,12,2,456,363,7,8,14,25,8,2,0,0,1,0,0
Jadon Sancho,20.58082192,10,5,369,4.1,7,112,1079,2,0,4,1,164,117,1,7,6,10,0,0,0,0,1,0,0
Marcus Rashford,18.40273973,3,1,84,0.9,2,31,307,2,1,0,0,46,37,1,0,0,0,0,0,0,0,1,0,0
Anthony Elanga,22.75068493,6,6,491,5.5,20,222,2280,8,2,6,3,287,222,2,7,2,5,6,1,0,0,1,0,1
Alejandro Garnacho,26.97260274,5,2,201,2.2,4,62,604,0,0,1,0,78,63,1,3,2,1,15,1,0,0,1,0,1
Antony,35.91506849,15,15,1350,15,0,444,8578,1,1,0,0,487,215,0,2,4,1,11,1,0,0,0,1,0
Anthony Martial,24.58082192,8,7,658,7.3,5,440,7201,19,11,11,11,522,356,8,2,17,8,11,1,0,1,0,0,0
Hugo Lloris,28.86027397,15,14,1285,14.3,9,1018,17519,13,8,12,20,1130,837,6,4,28,14,14,0,0,1,0,0,0
Cristian Romero,26.45479452,10,6,531,5.9,3,366,5881,14,5,7,10,444,307,5,3,14,9,7,0,0,1,0,0,0
Eric Dier,27.44109589,8,7,571,6.3,6,433,7178,10,5,9,4,484,368,5,4,14,7,7,0,0,1,0,0,0
Davinson Sánchez,29.5890411,12,11,995,11.1,7,667,9629,10,5,12,10,758,552,14,4,20,24,13,3,0,1,0,0,0
Clément Lenglet,30.85753425,8,3,351,3.9,4,204,2449,8,3,5,6,243,152,5,3,7,7,10,1,0,1,0,0,0
Ben Davies,22.19178082,6,2,130,1.4,1,57,577,2,2,1,0,62,42,2,2,1,1,3,1,0,0,0,0,1
Djed Spence,25.41917808,14,13,1182,13.1,12,704,9450,36,21,21,18,844,584,20,5,12,10,7,0,0,0,0,0,1
Matt Doherty,26.23835616,14,6,606,6.7,5,409,5660,9,7,11,8,466,340,10,6,1,4,3,1,0,0,0,0,1
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Oliver Skipp,22.52328767,12,8,662,7.4,16,327,3418,14,9,8,5,408,222,11,5,9,8,10,2,1,1,0,0,0
Rodrigo Bentancur,22.58630137,9,7,611,6.8,13,219,2456,8,1,5,1,295,219,7,6,2,2,5,0,0,0,1,0,1
Yves Bissouma,30.28493151,8,0,98,1.1,1,54,493,7,5,0,2,73,48,1,3,2,1,9,0,0,1,0,0,1
Ryan Sessegnon,29.32876712,15,15,1335,14.8,52,366,4803,4,4,11,1,524,413,10,21,18,35,15,1,0,0,1,0,0
Dejan Kulusevski,25.54520548,10,5,439,4.9,13,135,1585,9,6,8,4,212,149,6,10,4,9,11,0,0,0,1,0,1
Lucas Moura,30.23013699,15,15,1294,14.4,0,492,9746,0,0,0,1,531,244,0,3,5,0,1,0,0,0,0,1,0
Harry Kane,32.87945205,1,0,56,0.6,0,23,97,0,0,0,0,26,8,0,0,0,0,3,1,0,0,0,1,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
